movielens_id,tmdb_id
165549,334541
246604,283566
225984,580175
183397,397567
167380,381289
192385,332562
167732,404378
141749,306819
193950,515042
41571,1904
218657,667520
255335,566525
86882,59436
179779,437068
57183,7508
63062,3580
2696,9421
115149,245891
3967,71
7981,10775
1061,819
122920,271110
162578,313297
132424,228205
283577,666277
4776,2034
8950,4553
174055,374720
5882,9016
209433,638507
105,688
265460,756999
190555,489999
189713,487558
5418,2501
1673,4995
79702,22538
1566,11970
3916,10637
187541,260513
200328,342470
171763,339403
201588,301528
112804,244267
3186,3558
1466,9366
4235,55
70286,17654
205945,537061
112183,194662
251086,436969
106487,101299
4308,824
2712,345
122922,284052
277028,698948
55908,13363
32587,187
226202,550988
143245,309809
57669,8321
200818,458156
202429,466272
277282,585511
115122,246741
98056,86837
183837,375262
183699,488623
205329,581528
189333,353081
280412,1022256
288311,961323
132480,293863
7318,615
112290,85350
64839,12163
1645,1813
288265,575264
189203,500664
68358,13475
261131,614917
2966,404
114662,190859
31225,7214
178061,389015
97938,87827
201773,429617
54286,2503
201340,503919
152970,371645
164411,393559
3535,1359
8957,176
210849,481848
156944,335578
110501,180299
185029,447332
139644,273481
244492,550205
59369,8681
1407,4232
250546,691179
213347,520763
89118,63311
108932,137106
5064,11362
61240,13310
106441,203833
150,568
7445,9509
45720,350
180137,430424
98809,49051
45722,58
149334,340666
214320,313106
204694,431693
122906,284054
278820,724495
278980,804095
133645,258480
44665,186
73808,13855
67255,15472
176211,455661
4979,9428
273891,718930
5218,425
114935,206487
288773,915935
80463,37799
146656,312221
192383,451915
261705,537116
275503,965150
167392,360814
76091,30018
30803,1280
252590,588228
115664,228326
1584,686
282041,995133
272417,579974
2687,37135
166534,381288
3083,99
97913,82690
103984,179144
5014,10950
142184,81481
102407,64682
62644,7735
6711,153
33660,921
127202,308369
212583,506574
44199,388
281288,851644
104944,169813
148626,318846
275243,614934
104272,158999
193942,491418
69122,18785
102903,75656
192649,505262
109633,198375
5349,557
40819,69
90376,71859
168248,324552
5010,855
88744,61791
271799,675353
159195,374473
118696,122917
3897,786
116855,237791
175569,395834
60684,13183
206419,551332
31878,9470
5445,180
117533,293310
112623,119450
1464,638
98243,81188
129721,50531
2997,492
208108,552178
90474,71157
139120,336804
118702,227306
8529,594
71838,22803
135143,259316
64622,8055
162414,376867
278446,674324
99145,80278
117881,284293
96488,84334
284291,726759
59784,9502
1729,184
8014,113
107069,193756
8636,558
187145,476292
236883,730154
100714,132344
86892,51608
3408,462
251234,423108
88179,51828
89904,74643
7323,338
4223,853
2501,13466
223876,682110
281202,715931
192749,518068
7090,79
276047,682507
141890,283587
2427,8741
139642,307081
87232,49538
272407,629542
8360,809
224280,370172
178827,346648
174859,451945
8665,2502
259659,617653
224983,529203
1784,2898
81932,45317
114028,234200
2340,297
266002,466420
214068,572154
253826,652837
122892,99861
179817,399404
199470,484468
188675,483184
48997,1427
69757,19913
85414,45612
149723,317442
136204,310569
93838,94329
102445,54138
3980,11978
66371,16804
115147,239571
244128,554596
164739,178682
1487,16052
6713,33320
177651,394117
5956,3131
36529,1830
3996,146
210577,454626
53125,285
159858,259693
213397,582014
95311,13042
207213,575452
169842,345938
96079,37724
183869,493922
112171,156022
206714,431580
2360,309
122886,140607
41285,116
79553,37472
33171,11171
79091,20352
4239,4133
120478,265297
73344,21575
288807,1050035
97304,68734
98604,83389
42632,4550
213914,516486
113604,249164
71535,19908
106696,109445
269638,508947
27368,2899
50068,1251
114494,284427
175303,346364
239424,614409
214776,545609
261275,425909
72356,24480
88163,50646
84187,22843
171765,387426
59387,14784
1757,11220
288023,626332
34405,16320
83134,46838
205661,420809
160666,359156
27869,11658
281190,615777
99149,82695
82459,44264
254460,451048
227526,400160
5464,4147
208289,292011
283139,840326
264135,722778
805,1645
4027,134
91500,70160
115170,205587
285301,493529
2502,1542
181671,435129
50601,1265
205066,615453
55872,5123
180031,399055
96606,89708
199974,416144
3992,10867
44694,219
165,1572
96588,114150
5878,64
89492,60308
54503,8363
96811,77016
55118,2252
47610,1491
177615,391713
197175,399579
138702,293299
208887,579245
218311,486589
200332,504608
120138,297222
8958,1677
143355,297762
287743,508883
288167,697843
2395,11545
161582,338766
1580,607
73017,10528
275515,901563
2671,509
62511,4960
268592,818647
206959,330457
218537,587792
183703,417261
3006,9008
56174,6479
155078,364433
176349,455714
185481,476299
4881,10778
6502,170
86644,51497
107141,140823
92954,21634
134170,251516
6889,10009
226710,550776
2394,9837
272525,453395
48738,1523
5669,1430
130634,168259
6187,11615
181315,400617
7451,10625
128620,320007
111781,177677
8970,866
174901,398924
151113,348678
55290,4771
219573,677638
200200,529216
173145,281338
6283,11299
143385,296098
69481,12162
95654,13929
122880,109689
114180,198663
3483,10501
27592,4689
51662,1271
169218,428493
1748,2666
276317,438148
54259,2270
149658,347201
138210,300671
72605,7445
249180,533514
7767,11659
6953,470
193449,437586
61236,8885
8798,1538
80906,44639
105197,129670
164917,407806
7022,3176
205287,446159
2,8844
242774,497698
267654,899082
140110,257211
132167,52629
91126,57212
84152,51876
202427,514439
66744,8832
179331,395991
221576,497582
104712,211954
137337,331781
133139,13002
224262,590223
104337,132363
2431,10312
213990,585244
147,10474
108983,83564
290213,926393
118700,273895
5902,2757
39,9603
104841,49047
164175,258230
223944,656690
226578,740996
127108,167073
106918,116745
167746,324849
5791,1360
258451,576845
265432,645886
55814,2013
253690,660120
52604,6145
225758,664280
160980,363676
103017,111083
189873,514754
90866,44826
192265,530254
253128,459151
252272,607259
62203,9539
166568,376290
217465,577922
72737,10198
3156,2277
218733,707886
30812,2567
71462,23128
209859,611291
165937,345920
27397,2440
80489,23168
230723,713776
83803,40619
208429,627725
1900,21334
7458,652
69712,10024
168326,416477
133123,15165
138416,250219
291521,937746
189783,420814
3081,2668
46322,7549
57274,8329
4334,25538
287383,1000492
279812,593643
164602,375794
214955,575813
5954,1429
31437,2517
97921,82693
111235,191720
43744,1544
159061,293670
103606,111969
252812,726684
17,4584
92509,72570
210939,532067
197879,549559
1884,1878
5225,1391
211598,620683
250010,823754
196087,553512
33750,20941
2700,9473
91542,58574
170787,417678
210937,620249
54997,5176
194016,404368
70533,15137
245136,795514
187613,454983
56757,13885
212066,609242
65188,15584
2059,9820
269780,698508
188207,440298
5319,18079
41566,411
202237,519010
121143,200085
94752,22683
3994,9741
187717,490003
52579,1407
171007,382614
3969,10647
2692,104
208773,586940
46976,1262
52952,11798
201646,530385
3178,10400
2125,9454
76251,23483
262,19101
188623,491584
257037,758866
33166,1640
6323,2832
129719,38396
69406,18240
193041,513434
169022,372754
286899,667538
5810,65
281342,820067
77414,35690
278824,714888
65230,14306
43396,9912
95858,13930
199618,568300
3176,1213
174875,29458
197883,565310
64114,14438
111622,198277
189805,433498
158238,290250
37731,8923
173925,406990
221660,612706
116660,167581
159717,318121
203322,463257
837,10830
91630,56292
84392,50348
209965,473033
162606,302946
214398,613504
3753,2024
167036,335797
72733,22954
56587,7350
13,21032
210865,38700
160848,337703
113741,220289
169166,401104
56339,6537
3275,8374
2843,1075
285851,964980
165527,410718
171013,378108
175795,417320
31696,561
64993,38142
53123,5723
277160,966220
89864,40807
91266,15157
6975,10234
203222,420818
111659,102651
96966,110160
93721,80767
200008,537915
102800,121986
2908,226
174727,429200
180987,364689
665,11902
27803,1913
215353,615643
290055,496450
166946,310307
136247,13151
242116,632632
200110,327331
84952,54186
222137,499932
122900,102899
71108,37903
210859,546121
733,9802
46723,1164
1354,145
207405,501170
6947,8619
246336,663558
745,532
183635,336843
103549,112198
155583,339984
200540,420817
8873,1653
81520,38234
94325,77877
87234,49020
252932,776305
186311,451480
72395,25793
161922,376660
78836,34647
189885,486947
1356,199
56941,6023
783,10545
6365,604
222011,524047
6942,508
37733,59
176423,432976
81562,44115
281208,899112
210973,449924
208293,507569
86320,62215
197123,568332
225145,581734
51935,7485
276489,560057
221632,523781
224030,640344
180045,396371
6214,979
148775,26736
279412,829280
179983,423612
55269,4538
193944,537996
2594,1902
4874,167
183309,465136
215229,446893
100527,112949
106766,86829
197651,504949
7265,1278
714,922
90249,39254
90430,72113
281918,803700
212461,570670
157186,375572
263407,646380
3510,10559
5146,15999
212012,653567
258859,637534
1809,5910
77455,39452
207311,549053
49286,1581
1676,563
30793,118
183695,399366
106438,205220
270556,626735
63876,10139
210227,568012
109947,203217
235301,644583
139857,318781
68073,18947
211958,587272
138036,203801
34542,501
170645,289222
194664,543580
5608,575
157699,302401
103141,62211
278794,949423
1619,978
282843,768362
117887,116149
280202,1008042
103624,157354
6863,1584
157296,127380
233993,583406
130628,244063
2321,2657
83086,42297
219726,547016
52042,9075
2297,12159
116491,180147
127152,318224
177285,413594
214216,610892
87222,49444
38061,5236
277566,985939
100556,123678
56367,7326
3174,1850
107771,152603
291825,1151534
3556,1443
45517,920
8983,9550
217971,704264
36,687
44195,9388
168608,414425
3328,4816
95167,62177
5992,590
274993,396194
51312,24653
245382,801335
30816,9833
253536,663260
139575,256040
275167,705996
88140,1771
55444,5708
99530,127533
132630,297270
4370,644
113275,228194
1859,30020
163909,393729
257595,666243
7486,18329
111443,212778
141668,323272
230183,575604
167610,369299
79798,26280
266368,770254
85179,28874
175659,407448
2273,2109
72720,34653
9010,8424
648,954
1358,12498
193725,426618
127146,319075
3793,36657
180297,371638
137062,118406
41997,612
129659,228203
105355,152584
197591,508763
168996,406385
221850,614696
193147,398173
143367,68730
279306,597922
1573,754
49422,15152
75341,23169
253498,591274
133133,73456
289741,951491
54272,35
4873,9081
279978,744114
55280,6615
68347,21191
72731,7980
194929,539517
152071,323677
55856,19026
7164,10601
278702,661374
205383,559969
283097,877703
195823,527435
25,451
217917,582927
140160,277217
4369,9799
132012,65218
6618,11770
5991,1574
167620,342473
247466,689249
38038,533
133771,254320
55069,2009
27721,2841
81564,38055
192379,369972
151455,319888
6333,36658
407,2654
96728,68722
161634,300669
5570,9299
131796,304357
64575,14359
82167,43347
214028,20982
38095,11344
277034,848685
235471,544401
8973,140
276151,869626
5903,7299
157274,330483
217407,656563
207,9560
216167,664413
45003,17111
193958,480530
189363,402900
188751,458423
2353,9798
152077,333371
279414,505642
4366,10865
6773,9662
141688,276907
279806,492999
7360,924
56607,7979
5108,8470
101895,109410
271577,650031
27186,21348
86142,58857
145064,356296
161,8963
168366,321612
249964,385128
5630,9533
244178,639933
69529,62320
140267,310131
166788,342737
4902,1433
160954,328387
170959,359784
81788,43539
192283,455207
143345,287947
27660,55931
159976,245913
5673,8051
258203,675445
90405,49530
55363,4512
282147,536554
1921,473
207638,595975
96432,82633
5152,10590
5269,1791
143511,359364
70,755
8974,11836
287377,385687
30810,421
51834,2977
1041,11159
2355,9487
33162,1495
139148,348892
2318,10683
210519,576712
147142,19100
208737,522162
8644,2048
4645,36095
3481,243
141422,245168
64620,11499
168870,49992
102856,166666
160990,338189
159849,400608
54372,10795
134575,239877
166635,274870
195167,339380
2617,564
6291,12093
284489,677179
289193,923939
186381,456929
92243,76758
97225,76492
204704,567609
5388,320
4700,9880
27731,15370
102125,68721
85312,20722
2058,9631
206246,619264
63072,20766
240452,460465
116411,238628
102194,103731
283149,783675
70159,21208
180497,446354
201270,458302
60397,11631
289253,614930
69,10634
145839,321741
242124,753230
214674,594634
1183,409
27362,10757
222561,621013
177689,399057
103335,93456
171611,350312
167544,388399
112334,250658
176101,343668
40414,11661
163056,315011
267262,831827
85438,38684
254034,330081
197071,498249
90600,70670
133143,13004
279184,642885
263865,585245
98961,97630
102993,147773
280100,774752
3175,926
270696,696806
168420,408220
213503,552532
32460,158
176419,381283
60766,14048
4034,1900
49772,14202
222949,659959
276251,539681
145418,294016
7148,21542
101525,97367
156605,370755
181499,439584
197711,458723
131444,221732
52328,1272
195497,429197
115231,239563
27800,11049
229033,632322
168610,428449
266282,603661
47491,1023
289069,1083862
208800,512895
243604,785534
176753,429210
116138,265180
268744,585083
100062,94047
160201,380225
69654,176241
288513,346698
184399,489925
241872,654754
33615,953
4866,2100
103228,68726
208241,573699
288209,812225
2579,11660
8949,9675
131446,221731
290573,670292
27728,12140
77561,10138
85788,49018
136538,16237
157122,353326
97172,62214
185475,451657
224276,560050
167064,411019
2025,9769
194696,534780
179287,407445
280932,554590
263555,768744
242204,663870
96911,88273
45668,2044
189667,472454
40732,9392
81819,45958
77307,38810
59549,17483
252308,602063
203749,596054
27317,11075
29,902
65130,4148
7459,8440
116217,75258
188301,363088
101142,49519
197875,457799
4310,676
2336,4518
190183,445651
211726,502425
170973,348893
96281,77174
143347,297802
166526,365942
168122,393519
95873,103332
266318,795607
140341,286192
210235,471707
253972,591275
168224,227932
108190,157350
135133,131634
107406,110415
65596,13635
56145,5876
8784,401
96610,59967
55805,7972
27801,9316
116307,290542
223204,542178
138208,285783
180265,469019
1393,9390
103980,160588
130474,271674
42730,9918
277066,497828
244368,801058
152579,354857
139855,291270
193599,507076
190017,487670
780,602
210569,495764
97024,97365
161131,308266
200306,505600
209311,533444
27523,11178
107883,191714
199350,574074
6617,2055
156000,379291
149406,140300
262863,843241
78316,37056
191873,479718
240460,744275
255657,482373
234356,774372
4014,392
118985,87093
54881,13958
51931,2355
200838,447404
1701,2639
291479,744857
64983,2253
118900,228970
69604,19265
93510,64688
47894,1116
185485,484133
90746,17578
64197,10360
255639,672322
193583,445030
45210,9829
168286,397837
6902,20312
48412,4643
252360,736073
202359,593691
74553,26963
152065,336808
48,10530
188697,481432
78039,46705
208096,506528
191687,474395
51709,1255
96501,48034
90057,64720
201026,498248
41569,254
140106,315846
97752,83542
71057,12244
189041,400535
185443,508933
187959,508642
163128,51822
205072,338967
197529,440472
84944,44896
275083,810171
175661,390043
113240,265169
207233,512200
208040,522369
866,9303
219715,652722
196067,489471
263405,597208
280890,668461
85354,15362
279692,900667
176933,379149
54190,4688
2432,9441
69027,15588
6242,2671
27727,363
179119,402897
62849,13809
206399,576017
4641,1548
278176,817758
106785,204082
270578,818750
93270,57214
215527,597219
200824,412117
203517,454640
263033,571468
279402,1027014
137857,278927
205545,393624
284879,934433
37830,647
224208,728118
71438,25050
203,9090
159415,347031
192479,479626
160289,377462
290675,1002185
152591,365222
2391,10223
168266,180863
129354,256591
230391,526702
170875,337339
170709,408647
176751,337170
214572,630220
6867,2056
339,2064
165087,324560
7293,1824
72294,17979
172667,433247
281572,740937
8012,4291
166042,355338
106011,200481
53894,2359
207632,399121
1357,7863
68269,18320
8622,1777
106452,209274
27266,844
6536,14411
131739,321528
281556,890980
164949,375315
259835,831405
101415,84199
226276,730647
169400,396263
8370,246
275467,725201
154915,302528
8531,12153
198151,335787
162598,296524
43917,9036
151951,337960
91325,64685
195639,556803
193956,360920
239,15789
70728,18533
186983,489988
199910,411728
144698,290762
2278,8195
205076,535544
97188,82507
10,710
6890,1807
6887,13920
97866,84287
172009,429174
226246,668742
281056,821881
185013,468198
90531,76025
118202,282297
106916,168672
192389,335983
265328,876716
227496,615665
52287,1267
169812,434616
49278,7551
103249,72190
163,8068
138952,347688
230,11929
260617,718032
135426,338952
162600,283366
36525,9007
261845,712454
286357,713704
288289,1040148
127198,308639
104211,138832
265156,615666
259665,777270
97923,87502
140713,192141
271917,799876
7982,4552
167794,377263
204542,474350
6708,7270
49651,1246
101498,121875
229797,520172
116823,131631
161954,351339
159093,291805
51660,14624
71500,23202
106022,213121
210851,556678
6370,1555
58652,13688
72011,22947
179401,353486
170957,260514
2231,10220
170947,424488
188067,437033
53996,1858
195921,504172
48711,18925
194951,405774
247780,567189
177497,384680
167780,43641
42732,17379
108729,181886
96737,49049
6754,277
73323,33613
70599,24420
74228,26466
142492,336050
79588,37950
2672,1090
52281,285923
58303,7862
111617,232672
80693,43923
286097,758323
190551,489930
275193,916405
162592,283552
58047,8390
59418,13008
107565,233063
98607,71883
183611,445571
1917,95
72131,13576
200864,537056
206957,484751
203519,384018
3052,1832
133185,304410
188575,483980
48043,1381
106473,176983
112138,187017
212016,589739
80839,39486
80860,38408
62293,12783
241346,282848
198149,402431
102716,82992
175585,339692
3300,2787
168026,211387
141432,319373
62553,12837
92420,76726
274197,718789
3148,1715
36535,340
93164,77495
155288,333352
219,6715
145150,298382
133145,34134
258691,841755
6155,9919
76111,37181
187723,384677
216817,385103
47382,9762
134368,238713
83369,49009
145,9737
77846,12219
56152,4523
4823,9778
198143,375785
6281,1817
208038,556901
1641,9427
4019,711
289689,912908
130073,150689
90809,65229
133419,254470
55253,4588
227580,651881
27366,23160
193900,474354
179941,432068
74510,24253
132883,284689
118760,250538
188307,400155
84855,33997
133147,13283
3751,7443
280968,938008
261809,791177
232017,636565
126036,44874
141,11000
176801,361292
282387,962232
63,10607
34072,1667
200568,517093
122910,299537
278312,436270
33437,10027
110882,210479
145140,254172
192473,261470
96693,87825
269272,920394
174515,366170
36517,1985
4299,9476
256567,680813
198609,565179
269146,787752
69644,8355
71282,18570
71304,22536
198,281
178323,472424
64285,14447
282985,842675
120466,198184
1916,9464
105869,157370
174883,38397
197957,544510
133151,23566
179137,420622
199219,524251
270772,836225
142448,253412
27831,4836
282671,646389
80549,37735
86548,55787
74624,26428
279956,779782
74688,22971
165603,397243
98154,72976
86332,10195
148881,303867
4901,1535
225169,743601
90947,75233
1672,11975
291823,1081676
89900,74879
259541,843906
185571,470878
183619,449443
175477,75624
242222,736069
673,2300
241960,583689
256075,449406
27834,11190
209173,501907
173823,340027
60753,13012
193589,472451
110586,157832
192245,446021
37741,398
86298,46195
91290,53457
170605,429450
87306,37686
27706,11774
278850,828613
109578,225574
141702,352173
145935,227973
279630,894205
103341,107985
7162,2289
166705,393457
101973,127517
108780,130150
164869,407655
146654,364137
275245,762504
193952,399402
60992,15859
2167,36647
197225,505954
258857,785663
1693,11831
6213,9567
254744,736074
81456,51241
286411,948713
266320,761898
193821,519035
6753,13156
98122,80215
192157,507505
4975,1903
2557,1567
166203,279229
270910,780382
212052,382748
184721,458737
235435,722913
131656,263109
253130,602223
48696,1440
65642,14139
224338,641662
40870,11421
4967,8342
130034,265712
64695,13980
73321,20504
74327,12169
97306,86838
133169,15906
242400,779047
98373,85446
166295,364111
215489,599521
3988,8871
53519,1991
260665,524434
177239,395993
144976,294963
179819,181808
254682,638449
8981,2288
27741,12496
135569,188927
194052,491472
39292,3291
87197,51533
180587,340613
7256,11194
134214,310593
73860,33511
220530,550231
110110,209276
278586,913290
2232,431
237964,581389
129749,197950
8157,823
130510,144288
148036,355020
2707,1073
228749,571265
164981,369885
236135,581577
103849,165213
4447,8835
53129,3432
53956,2196
48385,496
133167,15015
6378,9654
114945,204436
178401,407449
7382,25300
93240,79707
266900,660000
263005,511809
179221,398175
73319,25195
203691,566221
188749,345887
5266,4547
7158,11093
163512,377273
27032,8697
202443,548544
163496,390497
7154,11820
233661,522241
288867,1058616
197197,524348
2396,1934
154474,274109
275079,420821
90528,53487
199333,483983
182783,468284
56885,14047
49961,1259
196035,475888
86815,43959
258881,632617
3054,10228
286777,1016084
285925,868759
45183,8982
135135,272878
91077,65057
255337,580489
264259,897429
6934,605
175277,451995
42958,16553
193916,475215
88235,67913
45186,956
95510,1930
96430,71864
222713,508570
202433,403300
1059,454
260201,807196
284739,459003
88593,57361
228563,581032
164931,334517
205509,472674
49932,1730
66785,15067
133127,15016
799,10779
203483,489418
60950,5038
89554,61202
36276,445
1120,1630
122129,45752
204878,528888
162474,381356
101260,35558
4383,60670
48161,9766
94070,74534
68194,21641
3159,49948
7444,10096
39234,9701
173939,436343
61026,12289
169656,336000
142997,159824
57640,11253
165503,374461
4148,9740
187611,429300
91653,74465
89896,81401
93265,72213
150894,16907
58295,8848
84954,38050
3005,9481
284447,921785
5888,20992
1909,846
263495,734265
184473,476968
6879,11329
47629,1165
80969,42188
199966,567410
44193,9655
96832,103328
53550,9952
190089,529531
195315,484482
182479,430447
287207,998022
213319,618355
268806,926899
2541,796
34437,308
164395,276624
90620,32909
143440,323661
212365,606954
117895,294254
53318,12225
142222,303991
109189,226857
72386,8088
136562,321697
175831,433471
204388,566213
103315,179826
195041,515916
90439,50839
115629,236735
6776,19666
6373,310
214032,36728
127294,69335
71579,24684
239490,672647
290767,353577
132961,250734
170425,431937
27871,20544
1552,1701
45447,591
162982,225745
44974,2652
152175,37793
280866,837881
149116,268854
200638,468224
45503,13689
6565,4464
114060,154400
235433,719410
208905,564427
227124,741011
143237,306745
208539,613868
261759,512195
5294,12149
216402,579583
117529,135397
166802,406785
48783,3683
66130,15003
137863,303857
256325,727745
120625,285700
197697,567604
126548,272693
103048,156700
260895,639721
204686,513310
139553,86000
163052,115929
215683,560044
27020,14533
77800,37495
80615,41216
84772,39513
7235,9696
43921,7304
117466,205775
177243,392982
136016,105864
171455,435366
4701,5175
278260,626872
5614,23550
78142,25846
74545,11439
114635,267480
196997,569547
120474,256835
134374,13179
4246,634
190741,470229
8534,1997
38886,10707
151345,366924
53322,298
281002,653851
251268,637693
31,9909
86345,45523
8965,5255
274285,860159
183549,203101
208807,536743
157176,332283
6297,8326
27729,4254
286327,796185
212869,565426
186331,416494
151515,329805
27163,11854
191459,440161
276249,556694
102753,152780
68554,13448
209917,525661
185987,453278
150194,374416
162634,382399
272367,809140
221886,664300
66090,13510
195163,424783
177763,392044
47644,11652
223828,710356
44022,950
65216,13813
260495,597316
209667,570503
45728,2295
110675,226448
27788,9667
1411,10549
162416,271706
51486,14375
68522,10946
250968,467909
156726,376570
1835,795
57368,7191
205425,624932
271983,2405
291340,986280
98956,127501
33672,9787
136337,15601
5574,4108
197201,445629
105653,107846
61132,7446
33679,787
37739,15487
105593,85889
277042,929170
127096,227719
266636,874300
112421,171372
269820,923632
116155,216156
197103,499028
4023,5994
81229,39514
119065,17681
261955,680058
34534,8292
200598,458131
136449,14092
279534,823951
273005,771077
67923,13804
6591,8094
97196,13830
280990,800815
244908,522478
262721,796499
276897,619730
257969,653349
163949,391698
4642,13403
176523,418680
72692,15400
158972,374475
1485,1624
91199,79120
130075,326359
7324,2023
201706,530079
113103,243683
283427,864101
81831,36940
85367,50546
80222,41233
200820,373571
116905,212167
193898,446696
53373,12561
92944,77459
184909,460555
130444,175774
134881,271714
213343,651070
195305,394741
174909,399170
3565,10564
91537,1254
3993,10876
5679,565
7346,10591
141648,301351
80831,41402
106841,152737
88108,59860
68159,16995
210573,476669
207373,116322
214030,17581
275919,754609
242906,648579
4387,2140
6286,7294
2483,10722
116801,287495
101864,75612
64969,10201
251900,633515
70015,22302
34319,1635
275917,843847
58706,32579
274157,820446
5502,2675
242150,315620
205992,616584
180099,453191
116397,207933
3786,20770
193477,454227
3948,1597
42718,10045
124867,297556
229431,628534
244276,205081
280114,541134
223570,573730
109769,196024
73023,25196
159191,332872
60609,16007
207309,568091
203048,536841
279714,886396
93855,74306
45950,1781
194602,532753
133141,129533
135504,256962
58627,8456
132632,175112
280672,615173
271865,760104
1500,9434
175,9344
4155,1921
203218,521777
224961,615774
183589,337167
92694,51999
2490,2112
186263,487242
3173,9563
27904,3509
8641,8699
46948,9297
96655,84329
2600,1946
69640,11322
177867,397538
185109,419743
260243,600583
3554,14736
150696,371492
7373,1487
130508,113082
53953,3021
268302,899405
207273,570661
165639,413279
4378,11826
68486,15384
116807,262551
1747,586
92210,36865
212046,442065
8376,8193
62250,8882
144532,204553
27797,40823
210869,592834
196889,450465
275161,889699
122896,166426
192045,465914
177871,423899
86898,8967
72171,24804
205559,527776
7263,14292
1727,547
200806,570131
194396,438799
8327,870
58803,8065
2599,9451
2686,14283
127084,72478
55276,4566
8914,14337
133155,13459
2677,11779
257751,619778
290087,862557
244788,768141
191941,493100
203619,610120
143969,318917
162968,357786
136339,20558
78574,39013
27326,15917
103042,49521
73681,25205
200354,500682
1589,2142
219444,531876
286789,878361
